num_nets_with_moves,num_total_moves,est_errors,constraint_diffs,net_id
1,20,34.0,24.0,n500r25
8,20,50.0,44.0,n500r25
15,20,54.0,36.0,n500r25
21,20,46.0,40.0,n500r25
1,35,30.0,28.0,n100r5
3,35,44.0,44.0,n100r5
5,35,66.0,68.0,n100r5
1,35,62.0,44.0,n500r25
8,35,74.0,60.0,n500r25
15,35,64.0,68.0,n500r25
21,35,90.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,22.0,10.0,n500r25
21,1,12.0,2.0,n500r25
1,5,18.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,14.0,10.0,n100r5
1,5,8.0,8.0,n500r25
8,5,10.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,22.0,10.0,n500r25
1,15,24.0,24.0,n100r5
3,15,18.0,18.0,n100r5
5,15,30.0,28.0,n100r5
1,15,8.0,8.0,n500r25
8,15,40.0,26.0,n500r25
15,15,56.0,50.0,n500r25
21,15,42.0,30.0,n500r25
1,20,36.0,36.0,n100r5
3,20,42.0,40.0,n100r5
5,20,40.0,48.0,n100r5
1,20,38.0,26.0,n500r25
8,20,54.0,36.0,n500r25
15,20,44.0,40.0,n500r25
21,20,62.0,40.0,n500r25
1,35,40.0,38.0,n100r5
3,35,42.0,42.0,n100r5
5,35,60.0,50.0,n100r5
1,35,48.0,36.0,n500r25
8,35,80.0,64.0,n500r25
15,35,-1.0,74.0,n500r25
21,35,102.0,84.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,8.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,26.0,24.0,n500r25
8,5,10.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,28.0,10.0,n500r25
1,15,22.0,20.0,n100r5
3,15,24.0,24.0,n100r5
5,15,26.0,26.0,n100r5
1,15,56.0,38.0,n500r25
8,15,38.0,30.0,n500r25
15,15,30.0,30.0,n500r25
21,15,50.0,30.0,n500r25
1,20,34.0,32.0,n100r5
3,20,26.0,26.0,n100r5
5,20,40.0,38.0,n100r5
1,20,34.0,24.0,n500r25
8,20,58.0,48.0,n500r25
15,20,68.0,52.0,n500r25
21,20,48.0,40.0,n500r25
1,35,14.0,12.0,n100r5
3,35,48.0,42.0,n100r5
5,35,72.0,56.0,n100r5
1,35,72.0,40.0,n500r25
8,35,86.0,80.0,n500r25
15,35,78.0,60.0,n500r25
21,35,88.0,68.0,n500r25
1,1,2.0,2.0,n100r5
3,1,4.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,4.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,14.0,10.0,n100r5
5,5,12.0,10.0,n100r5
1,5,8.0,8.0,n500r25
8,5,10.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,-1.0,10.0,n500r25
1,15,18.0,18.0,n100r5
3,15,24.0,22.0,n100r5
5,15,26.0,24.0,n100r5
1,15,28.0,18.0,n500r25
8,15,32.0,30.0,n500r25
15,15,84.0,48.0,n500r25
21,15,38.0,30.0,n500r25
1,20,16.0,14.0,n100r5
3,20,50.0,34.0,n100r5
5,20,26.0,24.0,n100r5
1,20,40.0,38.0,n500r25
8,20,62.0,48.0,n500r25
15,20,48.0,32.0,n500r25
21,20,56.0,36.0,n500r25
1,35,40.0,32.0,n100r5
3,35,62.0,54.0,n100r5
5,35,72.0,68.0,n100r5
1,35,48.0,44.0,n500r25
8,35,68.0,58.0,n500r25
15,35,88.0,60.0,n500r25
21,35,124.0,94.0,n500r25
1,1,4.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,12.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,12.0,8.0,n100r5
3,5,18.0,18.0,n100r5
5,5,10.0,10.0,n100r5
1,5,10.0,10.0,n500r25
8,5,-1.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,34.0,32.0,n500r25
1,15,18.0,18.0,n100r5
3,15,30.0,28.0,n100r5
5,15,36.0,26.0,n100r5
1,15,24.0,12.0,n500r25
8,15,32.0,30.0,n500r25
15,15,-1.0,38.0,n500r25
21,15,32.0,32.0,n500r25
1,20,32.0,30.0,n100r5
3,20,32.0,28.0,n100r5
5,20,40.0,28.0,n100r5
1,20,32.0,22.0,n500r25
8,20,36.0,36.0,n500r25
15,20,46.0,40.0,n500r25
21,20,88.0,42.0,n500r25
1,35,28.0,28.0,n100r5
3,35,54.0,46.0,n100r5
5,35,64.0,52.0,n100r5
1,35,52.0,48.0,n500r25
8,35,112.0,76.0,n500r25
15,35,140.0,72.0,n500r25
21,35,64.0,60.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,6.0,6.0,n500r25
8,5,26.0,10.0,n500r25
15,5,26.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,22.0,16.0,n100r5
3,15,30.0,28.0,n100r5
5,15,28.0,28.0,n100r5
1,15,38.0,26.0,n500r25
8,15,30.0,38.0,n500r25
15,15,48.0,30.0,n500r25
21,15,70.0,40.0,n500r25
1,20,36.0,34.0,n100r5
3,20,34.0,30.0,n100r5
5,20,44.0,34.0,n100r5
1,20,16.0,14.0,n500r25
8,20,50.0,32.0,n500r25
15,20,46.0,40.0,n500r25
21,20,60.0,48.0,n500r25
1,35,12.0,10.0,n100r5
3,35,64.0,64.0,n100r5
5,35,66.0,66.0,n100r5
1,35,42.0,32.0,n500r25
8,35,82.0,68.0,n500r25
15,35,70.0,64.0,n500r25
21,35,70.0,64.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,4.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,4.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,6.0,6.0,n100r5
3,5,12.0,10.0,n100r5
5,5,10.0,8.0,n100r5
1,5,20.0,10.0,n500r25
8,5,10.0,10.0,n500r25
15,5,38.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,26.0,26.0,n100r5
3,15,40.0,26.0,n100r5
5,15,26.0,26.0,n100r5
1,15,28.0,18.0,n500r25
8,15,66.0,42.0,n500r25
15,15,36.0,30.0,n500r25
21,15,-1.0,32.0,n500r25
1,20,22.0,20.0,n100r5
3,20,24.0,24.0,n100r5
5,20,30.0,30.0,n100r5
1,20,32.0,30.0,n500r25
8,20,70.0,58.0,n500r25
15,20,-1.0,40.0,n500r25
21,20,100.0,50.0,n500r25
1,35,24.0,24.0,n100r5
3,35,66.0,62.0,n100r5
5,35,50.0,42.0,n100r5
1,35,50.0,48.0,n500r25
8,35,84.0,72.0,n500r25
15,35,108.0,70.0,n500r25
21,35,126.0,88.0,n500r25
1,1,2.0,2.0,n100r5
3,1,4.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,4.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,8.0,8.0,n100r5
3,5,8.0,8.0,n100r5
5,5,10.0,8.0,n100r5
1,5,16.0,6.0,n500r25
8,5,10.0,10.0,n500r25
15,5,46.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,14.0,14.0,n100r5
3,15,36.0,30.0,n100r5
5,15,24.0,22.0,n100r5
1,15,26.0,16.0,n500r25
8,15,30.0,30.0,n500r25
15,15,50.0,30.0,n500r25
21,15,40.0,30.0,n500r25
1,20,18.0,18.0,n100r5
3,20,34.0,30.0,n100r5
5,20,40.0,34.0,n100r5
1,20,20.0,20.0,n500r25
8,20,50.0,40.0,n500r25
15,20,52.0,40.0,n500r25
21,20,40.0,40.0,n500r25
1,35,36.0,34.0,n100r5
3,35,68.0,58.0,n100r5
5,35,52.0,42.0,n100r5
1,35,40.0,28.0,n500r25
8,35,74.0,64.0,n500r25
15,35,68.0,58.0,n500r25
21,35,-1.0,72.0,n500r25
1,1,18.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,16.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,6.0,6.0,n100r5
3,5,14.0,10.0,n100r5
5,5,12.0,10.0,n100r5
1,5,8.0,8.0,n500r25
8,5,10.0,10.0,n500r25
15,5,8.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,24.0,20.0,n100r5
3,15,26.0,24.0,n100r5
5,15,32.0,30.0,n100r5
1,15,20.0,20.0,n500r25
8,15,28.0,30.0,n500r25
15,15,38.0,26.0,n500r25
21,15,28.0,28.0,n500r25
1,20,16.0,12.0,n100r5
3,20,34.0,32.0,n100r5
5,20,32.0,30.0,n100r5
1,20,26.0,16.0,n500r25
8,20,-1.0,40.0,n500r25
15,20,58.0,38.0,n500r25
21,20,54.0,40.0,n500r25
1,35,38.0,36.0,n100r5
3,35,42.0,40.0,n100r5
5,35,68.0,64.0,n100r5
1,35,48.0,36.0,n500r25
8,35,74.0,60.0,n500r25
15,35,88.0,62.0,n500r25
21,35,116.0,86.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,8.0,6.0,n100r5
3,5,10.0,8.0,n100r5
5,5,10.0,10.0,n100r5
1,5,18.0,8.0,n500r25
8,5,12.0,12.0,n500r25
15,5,20.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,18.0,16.0,n100r5
3,15,26.0,22.0,n100r5
5,15,26.0,24.0,n100r5
1,15,28.0,18.0,n500r25
8,15,52.0,34.0,n500r25
15,15,48.0,42.0,n500r25
21,15,34.0,30.0,n500r25
1,20,28.0,28.0,n100r5
3,20,28.0,28.0,n100r5
5,20,36.0,34.0,n100r5
1,20,32.0,28.0,n500r25
8,20,46.0,36.0,n500r25
15,20,-1.0,42.0,n500r25
21,20,38.0,32.0,n500r25
1,35,34.0,32.0,n100r5
3,35,68.0,52.0,n100r5
5,35,68.0,50.0,n100r5
1,35,56.0,44.0,n500r25
8,35,90.0,64.0,n500r25
15,35,94.0,76.0,n500r25
21,35,100.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,20.0,10.0,n500r25
8,5,10.0,10.0,n500r25
15,5,28.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,14.0,12.0,n100r5
3,15,22.0,20.0,n100r5
5,15,28.0,34.0,n100r5
1,15,38.0,22.0,n500r25
8,15,28.0,26.0,n500r25
15,15,56.0,40.0,n500r25
21,15,50.0,38.0,n500r25
1,20,26.0,26.0,n100r5
3,20,26.0,26.0,n100r5
5,20,34.0,34.0,n100r5
1,20,18.0,16.0,n500r25
8,20,56.0,32.0,n500r25
15,20,86.0,68.0,n500r25
21,20,58.0,40.0,n500r25
1,35,36.0,36.0,n100r5
3,35,64.0,50.0,n100r5
5,35,66.0,64.0,n100r5
1,35,24.0,14.0,n500r25
8,35,122.0,90.0,n500r25
15,35,84.0,74.0,n500r25
21,35,86.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,14.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,4.0,2.0,n100r5
3,5,22.0,14.0,n100r5
5,5,8.0,8.0,n100r5
1,5,6.0,6.0,n500r25
8,5,32.0,30.0,n500r25
15,5,10.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,16.0,16.0,n100r5
3,15,28.0,20.0,n100r5
5,15,26.0,26.0,n100r5
1,15,18.0,16.0,n500r25
8,15,32.0,30.0,n500r25
15,15,46.0,34.0,n500r25
21,15,52.0,40.0,n500r25
1,20,16.0,14.0,n100r5
3,20,34.0,32.0,n100r5
5,20,38.0,36.0,n100r5
1,20,32.0,22.0,n500r25
8,20,32.0,32.0,n500r25
15,20,62.0,40.0,n500r25
21,20,48.0,40.0,n500r25
1,35,22.0,20.0,n100r5
3,35,44.0,44.0,n100r5
5,35,56.0,50.0,n100r5
1,35,34.0,32.0,n500r25
8,35,64.0,50.0,n500r25
15,35,108.0,82.0,n500r25
21,35,130.0,102.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,24.0,10.0,n100r5
5,5,20.0,10.0,n100r5
1,5,52.0,16.0,n500r25
8,5,28.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,22.0,14.0,n100r5
3,15,28.0,24.0,n100r5
5,15,36.0,26.0,n100r5
1,15,34.0,24.0,n500r25
8,15,52.0,28.0,n500r25
15,15,38.0,34.0,n500r25
21,15,36.0,26.0,n500r25
1,20,14.0,12.0,n100r5
3,20,30.0,28.0,n100r5
5,20,40.0,40.0,n100r5
1,20,56.0,48.0,n500r25
8,20,60.0,50.0,n500r25
15,20,56.0,44.0,n500r25
21,20,48.0,46.0,n500r25
1,35,12.0,10.0,n100r5
3,35,52.0,50.0,n100r5
5,35,58.0,54.0,n100r5
1,35,24.0,18.0,n500r25
8,35,66.0,58.0,n500r25
15,35,106.0,80.0,n500r25
21,35,82.0,74.0,n500r25
1,1,14.0,14.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,14.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,30.0,10.0,n500r25
8,5,10.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,16.0,16.0,n500r25
1,15,24.0,24.0,n100r5
3,15,18.0,18.0,n100r5
5,15,30.0,28.0,n100r5
1,15,20.0,20.0,n500r25
8,15,42.0,30.0,n500r25
15,15,68.0,40.0,n500r25
21,15,30.0,26.0,n500r25
1,20,16.0,14.0,n100r5
3,20,28.0,26.0,n100r5
5,20,56.0,54.0,n100r5
1,20,36.0,24.0,n500r25
8,20,56.0,48.0,n500r25
15,20,46.0,36.0,n500r25
21,20,64.0,38.0,n500r25
1,35,28.0,28.0,n100r5
3,35,46.0,44.0,n100r5
5,35,50.0,48.0,n100r5
1,35,46.0,36.0,n500r25
8,35,80.0,58.0,n500r25
15,35,68.0,58.0,n500r25
21,35,88.0,70.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,4.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,24.0,12.0,n500r25
21,1,2.0,2.0,n500r25
1,5,18.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,10.0,10.0,n500r25
8,5,20.0,10.0,n500r25
15,5,28.0,10.0,n500r25
21,5,28.0,10.0,n500r25
1,15,18.0,16.0,n100r5
3,15,30.0,30.0,n100r5
5,15,20.0,18.0,n100r5
1,15,28.0,16.0,n500r25
8,15,42.0,32.0,n500r25
15,15,34.0,26.0,n500r25
21,15,52.0,30.0,n500r25
1,20,30.0,30.0,n100r5
3,20,40.0,40.0,n100r5
5,20,40.0,38.0,n100r5
1,20,42.0,30.0,n500r25
8,20,58.0,48.0,n500r25
15,20,48.0,38.0,n500r25
21,20,40.0,38.0,n500r25
1,35,42.0,42.0,n100r5
3,35,54.0,52.0,n100r5
5,35,44.0,42.0,n100r5
1,35,30.0,28.0,n500r25
8,35,86.0,74.0,n500r25
15,35,108.0,62.0,n500r25
21,35,92.0,90.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,4.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,10.0,n500r25
1,5,12.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,14.0,14.0,n100r5
1,5,8.0,8.0,n500r25
8,5,10.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,26.0,18.0,n100r5
3,15,28.0,26.0,n100r5
5,15,28.0,28.0,n100r5
1,15,24.0,14.0,n500r25
8,15,30.0,26.0,n500r25
15,15,30.0,30.0,n500r25
21,15,-1.0,28.0,n500r25
1,20,40.0,38.0,n100r5
3,20,40.0,38.0,n100r5
5,20,44.0,36.0,n100r5
1,20,22.0,12.0,n500r25
8,20,56.0,36.0,n500r25
15,20,44.0,38.0,n500r25
21,20,74.0,56.0,n500r25
1,35,24.0,22.0,n100r5
3,35,56.0,50.0,n100r5
5,35,56.0,48.0,n100r5
1,35,28.0,28.0,n500r25
8,35,88.0,66.0,n500r25
15,35,62.0,62.0,n500r25
21,35,124.0,94.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,8.0,6.0,n100r5
3,5,6.0,6.0,n100r5
5,5,12.0,10.0,n100r5
1,5,14.0,10.0,n500r25
8,5,10.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,20.0,20.0,n100r5
3,15,18.0,18.0,n100r5
5,15,24.0,22.0,n100r5
1,15,40.0,30.0,n500r25
8,15,28.0,28.0,n500r25
15,15,44.0,30.0,n500r25
21,15,60.0,42.0,n500r25
1,20,26.0,24.0,n100r5
3,20,32.0,30.0,n100r5
5,20,42.0,40.0,n100r5
1,20,34.0,24.0,n500r25
8,20,36.0,36.0,n500r25
15,20,-1.0,52.0,n500r25
21,20,82.0,42.0,n500r25
1,35,16.0,14.0,n100r5
3,35,58.0,46.0,n100r5
5,35,68.0,62.0,n100r5
1,35,58.0,44.0,n500r25
8,35,62.0,52.0,n500r25
15,35,-1.0,86.0,n500r25
21,35,122.0,74.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,8.0,6.0,n100r5
3,5,10.0,10.0,n100r5
5,5,12.0,10.0,n100r5
1,5,12.0,6.0,n500r25
8,5,10.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,40.0,10.0,n500r25
1,15,18.0,18.0,n100r5
3,15,28.0,26.0,n100r5
5,15,30.0,28.0,n100r5
1,15,54.0,22.0,n500r25
8,15,-1.0,30.0,n500r25
15,15,42.0,36.0,n500r25
21,15,38.0,38.0,n500r25
1,20,34.0,30.0,n100r5
3,20,46.0,46.0,n100r5
5,20,48.0,44.0,n100r5
1,20,34.0,32.0,n500r25
8,20,40.0,40.0,n500r25
15,20,68.0,40.0,n500r25
21,20,46.0,40.0,n500r25
1,35,40.0,40.0,n100r5
3,35,50.0,42.0,n100r5
5,35,78.0,76.0,n100r5
1,35,46.0,36.0,n500r25
8,35,76.0,58.0,n500r25
15,35,116.0,88.0,n500r25
21,35,86.0,66.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,14.0,2.0,n500r25
1,5,6.0,6.0,n100r5
3,5,10.0,10.0,n100r5
5,5,20.0,20.0,n100r5
1,5,8.0,8.0,n500r25
8,5,22.0,10.0,n500r25
15,5,14.0,10.0,n500r25
21,5,26.0,10.0,n500r25
1,15,16.0,16.0,n100r5
3,15,22.0,22.0,n100r5
5,15,38.0,30.0,n100r5
1,15,40.0,26.0,n500r25
8,15,34.0,26.0,n500r25
15,15,70.0,54.0,n500r25
21,15,-1.0,40.0,n500r25
1,20,32.0,30.0,n100r5
3,20,40.0,28.0,n100r5
5,20,34.0,32.0,n100r5
1,20,20.0,20.0,n500r25
8,20,66.0,40.0,n500r25
15,20,78.0,50.0,n500r25
21,20,50.0,40.0,n500r25
1,35,14.0,12.0,n100r5
3,35,50.0,48.0,n100r5
5,35,56.0,56.0,n100r5
1,35,42.0,32.0,n500r25
8,35,116.0,68.0,n500r25
15,35,-1.0,88.0,n500r25
21,35,-1.0,68.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,0.0,0.0,n100r5
1,1,12.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,6.0,6.0,n100r5
3,5,10.0,10.0,n100r5
5,5,6.0,6.0,n100r5
1,5,20.0,10.0,n500r25
8,5,40.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,12.0,10.0,n500r25
1,15,28.0,22.0,n100r5
3,15,32.0,30.0,n100r5
5,15,26.0,24.0,n100r5
1,15,22.0,22.0,n500r25
8,15,56.0,30.0,n500r25
15,15,50.0,36.0,n500r25
21,15,46.0,30.0,n500r25
1,20,28.0,26.0,n100r5
3,20,48.0,36.0,n100r5
5,20,40.0,38.0,n100r5
1,20,34.0,24.0,n500r25
8,20,68.0,44.0,n500r25
15,20,50.0,40.0,n500r25
21,20,44.0,48.0,n500r25
1,35,32.0,32.0,n100r5
3,35,36.0,34.0,n100r5
5,35,64.0,60.0,n100r5
1,35,40.0,38.0,n500r25
8,35,-1.0,80.0,n500r25
15,35,88.0,82.0,n500r25
21,35,86.0,66.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,8.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,12.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,12.0,6.0,n100r5
1,5,-1.0,10.0,n500r25
8,5,10.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,22.0,22.0,n100r5
3,15,30.0,24.0,n100r5
5,15,24.0,22.0,n100r5
1,15,36.0,20.0,n500r25
8,15,34.0,24.0,n500r25
15,15,48.0,30.0,n500r25
21,15,38.0,30.0,n500r25
1,20,14.0,12.0,n100r5
3,20,44.0,34.0,n100r5
5,20,56.0,48.0,n100r5
1,20,24.0,24.0,n500r25
8,20,40.0,40.0,n500r25
15,20,44.0,40.0,n500r25
21,20,34.0,34.0,n500r25
1,35,22.0,20.0,n100r5
3,35,66.0,66.0,n100r5
5,35,76.0,72.0,n100r5
1,35,46.0,34.0,n500r25
8,35,56.0,56.0,n500r25
15,35,102.0,82.0,n500r25
21,35,72.0,64.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,4.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,12.0,10.0,n100r5
1,5,6.0,6.0,n500r25
8,5,20.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,22.0,22.0,n500r25
1,15,28.0,18.0,n100r5
3,15,26.0,22.0,n100r5
5,15,28.0,26.0,n100r5
1,15,32.0,22.0,n500r25
8,15,48.0,26.0,n500r25
15,15,42.0,30.0,n500r25
21,15,42.0,30.0,n500r25
1,20,22.0,20.0,n100r5
3,20,32.0,30.0,n100r5
5,20,50.0,50.0,n100r5
1,20,44.0,28.0,n500r25
8,20,36.0,42.0,n500r25
15,20,62.0,54.0,n500r25
21,20,64.0,44.0,n500r25
1,35,18.0,14.0,n100r5
3,35,38.0,36.0,n100r5
5,35,62.0,60.0,n100r5
1,35,40.0,30.0,n500r25
8,35,78.0,60.0,n500r25
15,35,86.0,76.0,n500r25
21,35,106.0,82.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,4.0,2.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,20.0,10.0,n500r25
8,5,14.0,10.0,n500r25
15,5,-1.0,22.0,n500r25
21,5,10.0,10.0,n500r25
1,15,30.0,24.0,n100r5
3,15,38.0,30.0,n100r5
5,15,32.0,30.0,n100r5
1,15,40.0,24.0,n500r25
8,15,-1.0,24.0,n500r25
15,15,38.0,30.0,n500r25
21,15,38.0,32.0,n500r25
1,20,24.0,22.0,n100r5
3,20,34.0,28.0,n100r5
5,20,46.0,32.0,n100r5
1,20,42.0,36.0,n500r25
8,20,48.0,38.0,n500r25
15,20,40.0,40.0,n500r25
21,20,44.0,50.0,n500r25
1,35,12.0,10.0,n100r5
3,35,44.0,42.0,n100r5
5,35,56.0,54.0,n100r5
1,35,30.0,18.0,n500r25
8,35,128.0,84.0,n500r25
15,35,88.0,66.0,n500r25
21,35,96.0,70.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,6.0,6.0,n100r5
1,5,6.0,6.0,n500r25
8,5,20.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,12.0,10.0,n500r25
1,15,34.0,30.0,n100r5
3,15,30.0,30.0,n100r5
5,15,50.0,40.0,n100r5
1,15,54.0,34.0,n500r25
8,15,56.0,48.0,n500r25
15,15,60.0,40.0,n500r25
21,15,40.0,30.0,n500r25
1,20,24.0,24.0,n100r5
3,20,30.0,26.0,n100r5
5,20,40.0,36.0,n100r5
1,20,26.0,14.0,n500r25
8,20,46.0,32.0,n500r25
15,20,46.0,44.0,n500r25
21,20,52.0,40.0,n500r25
1,35,38.0,32.0,n100r5
3,35,34.0,30.0,n100r5
5,35,54.0,52.0,n100r5
1,35,22.0,22.0,n500r25
8,35,76.0,64.0,n500r25
15,35,-1.0,66.0,n500r25
21,35,82.0,68.0,n500r25
1,1,2.0,2.0,n100r5
3,1,4.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,18.0,2.0,n500r25
